DeltaR1Voxel,TissueCategory
3.80E-03,TUMOUR
3.75E-03,TUMOUR
4.05E-03,TUMOUR
4.01E-03,TUMOUR
3.96E-03,TUMOUR
3.92E-03,TUMOUR
3.87E-03,TUMOUR
3.82E-03,TUMOUR
3.77E-03,TUMOUR
3.72E-03,TUMOUR
3.67E-03,TUMOUR
3.61E-03,TUMOUR
6.02E-03,TUMOUR
5.98E-03,TUMOUR
5.94E-03,TUMOUR
5.90E-03,TUMOUR
5.86E-03,TUMOUR
5.81E-03,TUMOUR
5.77E-03,TUMOUR
5.72E-03,TUMOUR
5.68E-03,TUMOUR
5.63E-03,TUMOUR
5.67E-03,TUMOUR
5.63E-03,TUMOUR
5.59E-03,TUMOUR
5.55E-03,TUMOUR
5.51E-03,TUMOUR
5.47E-03,TUMOUR
5.43E-03,TUMOUR
5.38E-03,TUMOUR
5.34E-03,TUMOUR
5.29E-03,TUMOUR
5.37E-03,TUMOUR
5.33E-03,TUMOUR
5.29E-03,TUMOUR
5.25E-03,TUMOUR
5.21E-03,TUMOUR
5.17E-03,TUMOUR
5.13E-03,TUMOUR
5.08E-03,TUMOUR
5.04E-03,TUMOUR
4.99E-03,TUMOUR
5.10E-03,TUMOUR
5.07E-03,TUMOUR
5.03E-03,TUMOUR
4.99E-03,TUMOUR
4.95E-03,TUMOUR
4.90E-03,TUMOUR
4.86E-03,TUMOUR
4.82E-03,TUMOUR
4.77E-03,TUMOUR
4.73E-03,TUMOUR
4.87E-03,TUMOUR
4.83E-03,TUMOUR
4.79E-03,TUMOUR
4.75E-03,TUMOUR
4.71E-03,TUMOUR
4.67E-03,TUMOUR
4.63E-03,TUMOUR
4.58E-03,TUMOUR
4.54E-03,TUMOUR
4.50E-03,TUMOUR
4.66E-03,TUMOUR
4.62E-03,TUMOUR
4.58E-03,TUMOUR
4.54E-03,TUMOUR
4.50E-03,TUMOUR
4.46E-03,TUMOUR
4.42E-03,TUMOUR
4.38E-03,TUMOUR
4.33E-03,TUMOUR
4.29E-03,TUMOUR
4.47E-03,TUMOUR
4.43E-03,TUMOUR
4.39E-03,TUMOUR
4.35E-03,TUMOUR
4.31E-03,TUMOUR
4.27E-03,TUMOUR
4.23E-03,TUMOUR
4.19E-03,TUMOUR
4.15E-03,TUMOUR
4.10E-03,TUMOUR
4.29E-03,TUMOUR
4.26E-03,TUMOUR
4.22E-03,TUMOUR
4.18E-03,TUMOUR
4.14E-03,TUMOUR
4.10E-03,TUMOUR
4.06E-03,TUMOUR
4.02E-03,TUMOUR
3.98E-03,TUMOUR
3.93E-03,TUMOUR
4.14E-03,TUMOUR
4.10E-03,TUMOUR
4.06E-03,TUMOUR
4.03E-03,TUMOUR
3.99E-03,TUMOUR
3.95E-03,TUMOUR
3.91E-03,TUMOUR
3.87E-03,TUMOUR
3.82E-03,TUMOUR
3.78E-03,TUMOUR
4.00E-03,TUMOUR
3.96E-03,TUMOUR
3.92E-03,TUMOUR
3.88E-03,TUMOUR
3.85E-03,TUMOUR
3.81E-03,TUMOUR
3.77E-03,TUMOUR
3.73E-03,TUMOUR
3.68E-03,TUMOUR
3.64E-03,TUMOUR
6.02E-03,TUMOUR
5.98E-03,TUMOUR
5.94E-03,TUMOUR
5.89E-03,TUMOUR
5.85E-03,TUMOUR
5.80E-03,TUMOUR
5.76E-03,TUMOUR
5.71E-03,TUMOUR
5.66E-03,TUMOUR
5.61E-03,TUMOUR
5.68E-03,TUMOUR
5.64E-03,TUMOUR
5.59E-03,TUMOUR
5.55E-03,TUMOUR
5.51E-03,TUMOUR
5.46E-03,TUMOUR
5.42E-03,TUMOUR
5.37E-03,TUMOUR
5.32E-03,TUMOUR
5.27E-03,TUMOUR
5.38E-03,TUMOUR
5.34E-03,TUMOUR
5.29E-03,TUMOUR
5.25E-03,TUMOUR
5.21E-03,TUMOUR
5.16E-03,TUMOUR
5.12E-03,TUMOUR
5.07E-03,TUMOUR
5.02E-03,TUMOUR
4.97E-03,TUMOUR
5.11E-03,TUMOUR
5.07E-03,TUMOUR
5.03E-03,TUMOUR
4.99E-03,TUMOUR
4.94E-03,TUMOUR
4.90E-03,TUMOUR
4.85E-03,TUMOUR
4.81E-03,TUMOUR
4.76E-03,TUMOUR
4.71E-03,TUMOUR
4.88E-03,TUMOUR
4.84E-03,TUMOUR
4.80E-03,TUMOUR
4.75E-03,TUMOUR
4.71E-03,TUMOUR
4.67E-03,TUMOUR
4.62E-03,TUMOUR
4.58E-03,TUMOUR
4.53E-03,TUMOUR
4.48E-03,TUMOUR
4.67E-03,TUMOUR
4.63E-03,TUMOUR
4.59E-03,TUMOUR
4.54E-03,TUMOUR
4.50E-03,TUMOUR
4.46E-03,TUMOUR
4.41E-03,TUMOUR
4.37E-03,TUMOUR
4.32E-03,TUMOUR
4.28E-03,TUMOUR
4.48E-03,TUMOUR
4.44E-03,TUMOUR
4.40E-03,TUMOUR
4.36E-03,TUMOUR
4.31E-03,TUMOUR
4.27E-03,TUMOUR
4.23E-03,TUMOUR
4.18E-03,TUMOUR
4.14E-03,TUMOUR
4.09E-03,TUMOUR
4.31E-03,TUMOUR
4.27E-03,TUMOUR
4.23E-03,TUMOUR
4.19E-03,TUMOUR
4.14E-03,TUMOUR
4.10E-03,TUMOUR
4.06E-03,TUMOUR
4.01E-03,TUMOUR
3.97E-03,TUMOUR
3.92E-03,TUMOUR
4.15E-03,TUMOUR
4.11E-03,TUMOUR
4.07E-03,TUMOUR
4.03E-03,TUMOUR
3.99E-03,TUMOUR
3.95E-03,TUMOUR
3.91E-03,TUMOUR
3.86E-03,TUMOUR
3.82E-03,TUMOUR
3.77E-03,TUMOUR
4.01E-03,TUMOUR
3.97E-03,TUMOUR
3.93E-03,TUMOUR
3.89E-03,TUMOUR
3.85E-03,TUMOUR
3.81E-03,TUMOUR
3.77E-03,TUMOUR
3.72E-03,TUMOUR
3.68E-03,TUMOUR
3.63E-03,TUMOUR
6.03E-03,TUMOUR
5.98E-03,TUMOUR
5.94E-03,TUMOUR
5.89E-03,TUMOUR
5.84E-03,TUMOUR
5.80E-03,TUMOUR
5.75E-03,TUMOUR
5.70E-03,TUMOUR
5.64E-03,TUMOUR
5.59E-03,TUMOUR
5.68E-03,TUMOUR
5.64E-03,TUMOUR
5.59E-03,TUMOUR
5.55E-03,TUMOUR
5.50E-03,TUMOUR
5.45E-03,TUMOUR
5.41E-03,TUMOUR
5.36E-03,TUMOUR
5.31E-03,TUMOUR
5.25E-03,TUMOUR
5.38E-03,TUMOUR
5.34E-03,TUMOUR
5.30E-03,TUMOUR
5.25E-03,TUMOUR
5.20E-03,TUMOUR
5.16E-03,TUMOUR
5.11E-03,TUMOUR
5.06E-03,TUMOUR
5.01E-03,TUMOUR
4.96E-03,TUMOUR
5.12E-03,TUMOUR
5.08E-03,TUMOUR
5.03E-03,TUMOUR
4.99E-03,TUMOUR
4.94E-03,TUMOUR
4.90E-03,TUMOUR
4.85E-03,TUMOUR
4.80E-03,TUMOUR
4.75E-03,TUMOUR
4.70E-03,TUMOUR
4.89E-03,TUMOUR
4.84E-03,TUMOUR
4.80E-03,TUMOUR
4.75E-03,TUMOUR
4.71E-03,TUMOUR
4.66E-03,TUMOUR
4.62E-03,TUMOUR
4.57E-03,TUMOUR
4.52E-03,TUMOUR
4.47E-03,TUMOUR
4.68E-03,TUMOUR
4.63E-03,TUMOUR
4.59E-03,TUMOUR
4.55E-03,TUMOUR
4.50E-03,TUMOUR
4.46E-03,TUMOUR
4.41E-03,TUMOUR
4.36E-03,TUMOUR
4.31E-03,TUMOUR
4.26E-03,TUMOUR
4.49E-03,TUMOUR
4.45E-03,TUMOUR
4.40E-03,TUMOUR
4.36E-03,TUMOUR
4.32E-03,TUMOUR
4.27E-03,TUMOUR
4.22E-03,TUMOUR
4.18E-03,TUMOUR
4.13E-03,TUMOUR
4.08E-03,TUMOUR
4.32E-03,TUMOUR
4.28E-03,TUMOUR
4.23E-03,TUMOUR
4.19E-03,TUMOUR
4.15E-03,TUMOUR
4.10E-03,TUMOUR
4.06E-03,TUMOUR
4.01E-03,TUMOUR
3.96E-03,TUMOUR
3.91E-03,TUMOUR
4.16E-03,TUMOUR
4.12E-03,TUMOUR
4.08E-03,TUMOUR
4.04E-03,TUMOUR
3.99E-03,TUMOUR
3.95E-03,TUMOUR
3.90E-03,TUMOUR
3.86E-03,TUMOUR
3.81E-03,TUMOUR
3.76E-03,TUMOUR
4.02E-03,TUMOUR
3.98E-03,TUMOUR
3.94E-03,TUMOUR
3.90E-03,TUMOUR
3.86E-03,TUMOUR
3.81E-03,TUMOUR
3.77E-03,TUMOUR
3.72E-03,TUMOUR
3.67E-03,TUMOUR
3.63E-03,TUMOUR
6.03E-03,TUMOUR
5.98E-03,TUMOUR
5.94E-03,TUMOUR
5.89E-03,TUMOUR
5.84E-03,TUMOUR
5.79E-03,TUMOUR
5.73E-03,TUMOUR
5.68E-03,TUMOUR
5.63E-03,TUMOUR
5.57E-03,TUMOUR
5.69E-03,TUMOUR
5.64E-03,TUMOUR
5.60E-03,TUMOUR
5.55E-03,TUMOUR
5.50E-03,TUMOUR
5.45E-03,TUMOUR
5.40E-03,TUMOUR
5.34E-03,TUMOUR
5.29E-03,TUMOUR
5.23E-03,TUMOUR
5.39E-03,TUMOUR
5.34E-03,TUMOUR
5.30E-03,TUMOUR
5.25E-03,TUMOUR
5.20E-03,TUMOUR
5.15E-03,TUMOUR
5.10E-03,TUMOUR
5.05E-03,TUMOUR
5.00E-03,TUMOUR
4.94E-03,TUMOUR
5.13E-03,TUMOUR
5.08E-03,TUMOUR
5.04E-03,TUMOUR
4.99E-03,TUMOUR
4.94E-03,TUMOUR
4.89E-03,TUMOUR
4.84E-03,TUMOUR
4.79E-03,TUMOUR
4.74E-03,TUMOUR
4.68E-03,TUMOUR
4.89E-03,TUMOUR
4.85E-03,TUMOUR
4.80E-03,TUMOUR
4.76E-03,TUMOUR
4.71E-03,TUMOUR
4.66E-03,TUMOUR
4.61E-03,TUMOUR
4.56E-03,TUMOUR
4.51E-03,TUMOUR
4.45E-03,TUMOUR
4.69E-03,TUMOUR
4.64E-03,TUMOUR
4.60E-03,TUMOUR
4.55E-03,TUMOUR
4.50E-03,TUMOUR
4.45E-03,TUMOUR
4.40E-03,TUMOUR
4.35E-03,TUMOUR
4.30E-03,TUMOUR
4.25E-03,TUMOUR
4.50E-03,TUMOUR
4.45E-03,TUMOUR
4.41E-03,TUMOUR
4.36E-03,TUMOUR
4.32E-03,TUMOUR
4.27E-03,TUMOUR
4.22E-03,TUMOUR
4.17E-03,TUMOUR
4.12E-03,TUMOUR
4.07E-03,TUMOUR
4.33E-03,TUMOUR
4.29E-03,TUMOUR
4.24E-03,TUMOUR
4.20E-03,TUMOUR
4.15E-03,TUMOUR
4.10E-03,TUMOUR
4.05E-03,TUMOUR
4.00E-03,TUMOUR
3.95E-03,TUMOUR
3.90E-03,TUMOUR
4.18E-03,TUMOUR
4.13E-03,TUMOUR
4.09E-03,TUMOUR
4.04E-03,TUMOUR
4.00E-03,TUMOUR
3.95E-03,TUMOUR
3.90E-03,TUMOUR
3.85E-03,TUMOUR
3.80E-03,TUMOUR
3.75E-03,TUMOUR
4.04E-03,TUMOUR
3.99E-03,TUMOUR
3.95E-03,TUMOUR
3.91E-03,TUMOUR
3.86E-03,TUMOUR
3.81E-03,TUMOUR
3.77E-03,TUMOUR
3.72E-03,TUMOUR
3.67E-03,TUMOUR
3.62E-03,TUMOUR
6.03E-03,TUMOUR
5.99E-03,TUMOUR
5.94E-03,TUMOUR
5.88E-03,TUMOUR
5.83E-03,TUMOUR
5.78E-03,TUMOUR
5.72E-03,TUMOUR
5.67E-03,TUMOUR
5.61E-03,TUMOUR
5.55E-03,TUMOUR
5.69E-03,TUMOUR
5.65E-03,TUMOUR
5.60E-03,TUMOUR
5.54E-03,TUMOUR
5.49E-03,TUMOUR
5.44E-03,TUMOUR
5.39E-03,TUMOUR
5.33E-03,TUMOUR
5.27E-03,TUMOUR
5.22E-03,TUMOUR
5.40E-03,TUMOUR
5.35E-03,TUMOUR
5.30E-03,TUMOUR
5.25E-03,TUMOUR
5.20E-03,TUMOUR
5.15E-03,TUMOUR
5.09E-03,TUMOUR
5.04E-03,TUMOUR
4.98E-03,TUMOUR
4.92E-03,TUMOUR
5.14E-03,TUMOUR
5.09E-03,TUMOUR
5.04E-03,TUMOUR
4.99E-03,TUMOUR
4.94E-03,TUMOUR
4.89E-03,TUMOUR
4.83E-03,TUMOUR
4.78E-03,TUMOUR
4.72E-03,TUMOUR
4.67E-03,TUMOUR
4.90E-03,TUMOUR
4.86E-03,TUMOUR
4.81E-03,TUMOUR
4.76E-03,TUMOUR
4.71E-03,TUMOUR
4.66E-03,TUMOUR
4.60E-03,TUMOUR
4.55E-03,TUMOUR
4.50E-03,TUMOUR
4.44E-03,TUMOUR
4.70E-03,TUMOUR
4.65E-03,TUMOUR
4.60E-03,TUMOUR
4.55E-03,TUMOUR
4.50E-03,TUMOUR
4.45E-03,TUMOUR
4.40E-03,TUMOUR
4.35E-03,TUMOUR
4.29E-03,TUMOUR
4.24E-03,TUMOUR
4.51E-03,TUMOUR
4.46E-03,TUMOUR
4.42E-03,TUMOUR
4.37E-03,TUMOUR
4.32E-03,TUMOUR
4.27E-03,TUMOUR
4.22E-03,TUMOUR
4.16E-03,TUMOUR
4.11E-03,TUMOUR
4.06E-03,TUMOUR
4.34E-03,TUMOUR
4.30E-03,TUMOUR
4.25E-03,TUMOUR
4.20E-03,TUMOUR
4.15E-03,TUMOUR
4.10E-03,TUMOUR
4.05E-03,TUMOUR
4.00E-03,TUMOUR
3.95E-03,TUMOUR
3.89E-03,TUMOUR
4.19E-03,TUMOUR
4.14E-03,TUMOUR
4.10E-03,TUMOUR
4.05E-03,TUMOUR
4.00E-03,TUMOUR
3.95E-03,TUMOUR
3.90E-03,TUMOUR
3.85E-03,TUMOUR
3.80E-03,TUMOUR
3.74E-03,TUMOUR
4.05E-03,TUMOUR
4.01E-03,TUMOUR
3.96E-03,TUMOUR
3.91E-03,TUMOUR
3.86E-03,TUMOUR
3.82E-03,TUMOUR
3.77E-03,TUMOUR
3.71E-03,TUMOUR
3.66E-03,TUMOUR
3.61E-03,TUMOUR
2.11E-02,NORMAL
2.11E-02,NORMAL
2.11E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.09E-02,NORMAL
2.09E-02,NORMAL
2.09E-02,NORMAL
1.65E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.62E-02,NORMAL
1.37E-02,NORMAL
1.37E-02,NORMAL
1.37E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.35E-02,NORMAL
1.35E-02,NORMAL
1.35E-02,NORMAL
1.18E-02,NORMAL
1.18E-02,NORMAL
1.18E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.16E-02,NORMAL
1.16E-02,NORMAL
1.04E-02,NORMAL
1.04E-02,NORMAL
1.04E-02,NORMAL
1.04E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.02E-02,NORMAL
9.37E-03,NORMAL
9.35E-03,NORMAL
9.33E-03,NORMAL
9.31E-03,NORMAL
9.29E-03,NORMAL
9.27E-03,NORMAL
9.24E-03,NORMAL
9.22E-03,NORMAL
9.20E-03,NORMAL
9.17E-03,NORMAL
8.53E-03,NORMAL
8.51E-03,NORMAL
8.49E-03,NORMAL
8.47E-03,NORMAL
8.44E-03,NORMAL
8.42E-03,NORMAL
8.40E-03,NORMAL
8.38E-03,NORMAL
8.35E-03,NORMAL
8.33E-03,NORMAL
7.84E-03,NORMAL
7.82E-03,NORMAL
7.80E-03,NORMAL
7.78E-03,NORMAL
7.75E-03,NORMAL
7.73E-03,NORMAL
7.71E-03,NORMAL
7.69E-03,NORMAL
7.66E-03,NORMAL
7.64E-03,NORMAL
7.26E-03,NORMAL
7.24E-03,NORMAL
7.22E-03,NORMAL
7.20E-03,NORMAL
7.18E-03,NORMAL
7.16E-03,NORMAL
7.13E-03,NORMAL
7.11E-03,NORMAL
7.09E-03,NORMAL
7.06E-03,NORMAL
6.77E-03,NORMAL
6.75E-03,NORMAL
6.73E-03,NORMAL
6.71E-03,NORMAL
6.69E-03,NORMAL
6.67E-03,NORMAL
6.64E-03,NORMAL
6.62E-03,NORMAL
6.60E-03,NORMAL
6.58E-03,NORMAL
2.11E-02,NORMAL
2.11E-02,NORMAL
2.11E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.09E-02,NORMAL
2.09E-02,NORMAL
2.09E-02,NORMAL
1.65E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.62E-02,NORMAL
1.37E-02,NORMAL
1.37E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.35E-02,NORMAL
1.35E-02,NORMAL
1.35E-02,NORMAL
1.35E-02,NORMAL
1.18E-02,NORMAL
1.18E-02,NORMAL
1.18E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.16E-02,NORMAL
1.16E-02,NORMAL
1.16E-02,NORMAL
1.04E-02,NORMAL
1.04E-02,NORMAL
1.04E-02,NORMAL
1.04E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.02E-02,NORMAL
1.02E-02,NORMAL
9.37E-03,NORMAL
9.35E-03,NORMAL
9.33E-03,NORMAL
9.30E-03,NORMAL
9.28E-03,NORMAL
9.26E-03,NORMAL
9.23E-03,NORMAL
9.21E-03,NORMAL
9.18E-03,NORMAL
9.16E-03,NORMAL
8.53E-03,NORMAL
8.51E-03,NORMAL
8.48E-03,NORMAL
8.46E-03,NORMAL
8.44E-03,NORMAL
8.41E-03,NORMAL
8.39E-03,NORMAL
8.37E-03,NORMAL
8.34E-03,NORMAL
8.31E-03,NORMAL
7.84E-03,NORMAL
7.82E-03,NORMAL
7.79E-03,NORMAL
7.77E-03,NORMAL
7.75E-03,NORMAL
7.73E-03,NORMAL
7.70E-03,NORMAL
7.68E-03,NORMAL
7.65E-03,NORMAL
7.63E-03,NORMAL
7.26E-03,NORMAL
7.24E-03,NORMAL
7.22E-03,NORMAL
7.20E-03,NORMAL
7.17E-03,NORMAL
7.15E-03,NORMAL
7.13E-03,NORMAL
7.10E-03,NORMAL
7.08E-03,NORMAL
7.05E-03,NORMAL
6.77E-03,NORMAL
6.75E-03,NORMAL
6.73E-03,NORMAL
6.71E-03,NORMAL
6.68E-03,NORMAL
6.66E-03,NORMAL
6.64E-03,NORMAL
6.61E-03,NORMAL
6.59E-03,NORMAL
6.56E-03,NORMAL
2.11E-02,NORMAL
2.11E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.09E-02,NORMAL
2.09E-02,NORMAL
2.09E-02,NORMAL
2.08E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.62E-02,NORMAL
1.62E-02,NORMAL
1.37E-02,NORMAL
1.37E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.35E-02,NORMAL
1.35E-02,NORMAL
1.35E-02,NORMAL
1.34E-02,NORMAL
1.18E-02,NORMAL
1.18E-02,NORMAL
1.18E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.16E-02,NORMAL
1.16E-02,NORMAL
1.16E-02,NORMAL
1.04E-02,NORMAL
1.04E-02,NORMAL
1.04E-02,NORMAL
1.04E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.02E-02,NORMAL
1.02E-02,NORMAL
9.37E-03,NORMAL
9.35E-03,NORMAL
9.32E-03,NORMAL
9.30E-03,NORMAL
9.27E-03,NORMAL
9.25E-03,NORMAL
9.22E-03,NORMAL
9.20E-03,NORMAL
9.17E-03,NORMAL
9.14E-03,NORMAL
8.53E-03,NORMAL
8.50E-03,NORMAL
8.48E-03,NORMAL
8.46E-03,NORMAL
8.43E-03,NORMAL
8.41E-03,NORMAL
8.38E-03,NORMAL
8.35E-03,NORMAL
8.33E-03,NORMAL
8.30E-03,NORMAL
7.84E-03,NORMAL
7.81E-03,NORMAL
7.79E-03,NORMAL
7.77E-03,NORMAL
7.74E-03,NORMAL
7.72E-03,NORMAL
7.69E-03,NORMAL
7.67E-03,NORMAL
7.64E-03,NORMAL
7.61E-03,NORMAL
7.26E-03,NORMAL
7.24E-03,NORMAL
7.22E-03,NORMAL
7.19E-03,NORMAL
7.17E-03,NORMAL
7.14E-03,NORMAL
7.12E-03,NORMAL
7.09E-03,NORMAL
7.07E-03,NORMAL
7.04E-03,NORMAL
6.77E-03,NORMAL
6.75E-03,NORMAL
6.73E-03,NORMAL
6.70E-03,NORMAL
6.68E-03,NORMAL
6.66E-03,NORMAL
6.63E-03,NORMAL
6.61E-03,NORMAL
6.58E-03,NORMAL
6.55E-03,NORMAL
2.11E-02,NORMAL
2.11E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.09E-02,NORMAL
2.09E-02,NORMAL
2.09E-02,NORMAL
2.08E-02,NORMAL
2.08E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.62E-02,NORMAL
1.62E-02,NORMAL
1.62E-02,NORMAL
1.37E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.35E-02,NORMAL
1.35E-02,NORMAL
1.35E-02,NORMAL
1.35E-02,NORMAL
1.34E-02,NORMAL
1.18E-02,NORMAL
1.18E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.16E-02,NORMAL
1.16E-02,NORMAL
1.16E-02,NORMAL
1.15E-02,NORMAL
1.04E-02,NORMAL
1.04E-02,NORMAL
1.04E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.02E-02,NORMAL
1.02E-02,NORMAL
1.02E-02,NORMAL
9.37E-03,NORMAL
9.34E-03,NORMAL
9.32E-03,NORMAL
9.29E-03,NORMAL
9.27E-03,NORMAL
9.24E-03,NORMAL
9.21E-03,NORMAL
9.18E-03,NORMAL
9.15E-03,NORMAL
9.13E-03,NORMAL
8.53E-03,NORMAL
8.50E-03,NORMAL
8.48E-03,NORMAL
8.45E-03,NORMAL
8.42E-03,NORMAL
8.40E-03,NORMAL
8.37E-03,NORMAL
8.34E-03,NORMAL
8.31E-03,NORMAL
8.29E-03,NORMAL
7.84E-03,NORMAL
7.81E-03,NORMAL
7.79E-03,NORMAL
7.76E-03,NORMAL
7.74E-03,NORMAL
7.71E-03,NORMAL
7.68E-03,NORMAL
7.66E-03,NORMAL
7.63E-03,NORMAL
7.60E-03,NORMAL
7.26E-03,NORMAL
7.24E-03,NORMAL
7.21E-03,NORMAL
7.19E-03,NORMAL
7.16E-03,NORMAL
7.14E-03,NORMAL
7.11E-03,NORMAL
7.08E-03,NORMAL
7.06E-03,NORMAL
7.03E-03,NORMAL
6.77E-03,NORMAL
6.75E-03,NORMAL
6.73E-03,NORMAL
6.70E-03,NORMAL
6.68E-03,NORMAL
6.65E-03,NORMAL
6.62E-03,NORMAL
6.60E-03,NORMAL
6.57E-03,NORMAL
6.54E-03,NORMAL
2.11E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.09E-02,NORMAL
2.09E-02,NORMAL
2.09E-02,NORMAL
2.08E-02,NORMAL
2.08E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.62E-02,NORMAL
1.62E-02,NORMAL
1.62E-02,NORMAL
1.37E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
1.35E-02,NORMAL
1.35E-02,NORMAL
1.35E-02,NORMAL
1.34E-02,NORMAL
1.34E-02,NORMAL
1.18E-02,NORMAL
1.18E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.17E-02,NORMAL
1.16E-02,NORMAL
1.16E-02,NORMAL
1.16E-02,NORMAL
1.15E-02,NORMAL
1.04E-02,NORMAL
1.04E-02,NORMAL
1.04E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.03E-02,NORMAL
1.02E-02,NORMAL
1.02E-02,NORMAL
1.02E-02,NORMAL
9.36E-03,NORMAL
9.34E-03,NORMAL
9.31E-03,NORMAL
9.28E-03,NORMAL
9.26E-03,NORMAL
9.23E-03,NORMAL
9.20E-03,NORMAL
9.17E-03,NORMAL
9.14E-03,NORMAL
9.11E-03,NORMAL
8.52E-03,NORMAL
8.50E-03,NORMAL
8.47E-03,NORMAL
8.44E-03,NORMAL
8.42E-03,NORMAL
8.39E-03,NORMAL
8.36E-03,NORMAL
8.33E-03,NORMAL
8.30E-03,NORMAL
8.27E-03,NORMAL
7.84E-03,NORMAL
7.81E-03,NORMAL
7.78E-03,NORMAL
7.76E-03,NORMAL
7.73E-03,NORMAL
7.70E-03,NORMAL
7.68E-03,NORMAL
7.65E-03,NORMAL
7.62E-03,NORMAL
7.59E-03,NORMAL
7.26E-03,NORMAL
7.24E-03,NORMAL
7.21E-03,NORMAL
7.18E-03,NORMAL
7.16E-03,NORMAL
7.13E-03,NORMAL
7.10E-03,NORMAL
7.07E-03,NORMAL
7.04E-03,NORMAL
7.02E-03,NORMAL
6.78E-03,NORMAL
6.75E-03,NORMAL
6.72E-03,NORMAL
6.70E-03,NORMAL
6.67E-03,NORMAL
6.64E-03,NORMAL
6.62E-03,NORMAL
6.59E-03,NORMAL
6.56E-03,NORMAL
6.53E-03,NORMAL
2.11E-02,NORMAL
2.11E-02,NORMAL
2.11E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.10E-02,NORMAL
2.09E-02,NORMAL
2.09E-02,NORMAL
2.09E-02,NORMAL
1.65E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.64E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.63E-02,NORMAL
1.62E-02,NORMAL
1.37E-02,NORMAL
1.37E-02,NORMAL
1.36E-02,NORMAL
1.36E-02,NORMAL
